timestamp,flag_armed,flag_external_manual_override_ok,flag_sysid_maneuver_active,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
209091663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
209597705,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
210103669,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
210609647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
211115647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
211621647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
212127647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
212633649,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
213139649,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
213645648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
214151647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
214657762,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
215163746,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
215669647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
216175647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
216681647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
217187689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
217693663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
218199723,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
218705648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
219205664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
219711664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
220217692,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
220723750,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
221229972,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
221735665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
222242018,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
222747664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
223253678,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
227301664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
227807713,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
228313668,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
228819703,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
229325667,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
229831666,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
230337664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
230843664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
231349664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
231855691,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
232361665,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
232867690,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
233373676,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
233880434,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
234385724,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
234892060,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
235397689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
235903663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
236409666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
236915665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
237421663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
237927691,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
238433662,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
238939664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
239445664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
239951663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
240457689,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
240963696,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
241469663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
241975665,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
242481665,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
242987714,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
243493664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
243999663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
244505670,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
245011681,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
245517725,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
246023662,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
246529681,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
247035666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
247542416,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
248047695,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
248553697,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
249059684,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
249565665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
250071663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
250577665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
251083662,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
251589680,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
252095664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
252601664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
253107689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
253613664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
254119663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
254625672,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
255131663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
255637707,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
256143663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
256649718,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
257155664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
257661663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
258167664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
258673689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
259179704,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
259685665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
260191685,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
260697691,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
261203835,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
261709663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
262215815,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
262721663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
263227691,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
263733683,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
264239663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
264745664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
265251664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
265757663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
266263664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
266769663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
267275665,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
267781690,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
268287729,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
268793678,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
269299665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
269805688,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
270311661,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
270817663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
271323675,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
271829664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
272335707,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
272841663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
273347691,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
273853664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
274359755,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
274865800,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
275371664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
275878280,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
276383663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
276889664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
277395710,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
277901703,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
278407689,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
278913666,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
279419677,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
279925663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
280431664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
280937665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
281443681,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
281949666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
282455681,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
282961665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
283467665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
283973677,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
284479663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
284985665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
285491665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
285997666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
286503664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
287009668,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
287515666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
288021735,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
289033691,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
289540062,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
290045678,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
290551679,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
291057689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
291563670,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
292069663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
292575664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
293081663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
293587690,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
294093662,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
294599692,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
295105665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
296623666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
297129664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
297635666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
298141666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
298647664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
299153690,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
299659663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
300165664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
300671665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
301178475,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
301683691,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
302189715,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
302695665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
303201813,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
303707692,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
304213666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
304719673,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
305225664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
305731665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
306237691,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
306743665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
307249663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
307755665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
308261737,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
308767712,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
309273664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
309779680,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
310285710,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
310791662,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
311297664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
311803665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
312309680,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
312815715,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
313321664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
313827689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
314333665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
314840135,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
315346647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
315852646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
316358650,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
316864646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
317370648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
317876648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
318382665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
318888665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
319394647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
319900685,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
320406647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
320912671,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
321418647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
321924675,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
322430665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
322936700,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
323443244,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
323948666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
324454647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
324960648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
325466647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
325972671,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
326478647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
326984663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
327490648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
327996648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
328502648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
329008665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
329514674,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
330020647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
330526646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
331032647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
331538712,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
332044646,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
332550647,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
333056663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
336598661,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
337104709,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
337610647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
338116647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
338622648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
339128658,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
339634646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
340140711,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
340646646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
341152646,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
341658647,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
342164647,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
342670646,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
343176661,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
343682647,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
344188702,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
344694663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
345200706,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
345706663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
346212653,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
346718647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
347224650,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
347730654,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
348236647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
348742648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
349248667,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
349755085,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
350260648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
350766664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
351272693,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
351778951,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
352284647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
352790646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
353296647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
353802647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
354308666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
354814675,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
355320709,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
355826664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
356332647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
356838646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
357344648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
357850647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
358356646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
358862666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
359368666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
359874647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
360380647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
360886677,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
361392648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
361898647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
362404644,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
362910743,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
363416828,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
363922672,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
364428668,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
364934646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
365440904,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
365946666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
366452673,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
366958663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
367464664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
367970665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
368476647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
368982671,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
369488668,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
369994673,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
370500646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
371006647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
371512647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
372018671,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
372524649,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
373030647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
373536646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
374042672,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
374548668,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
375054647,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
375560647,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
376066648,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
376572766,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
377078791,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
377584664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
378090647,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
378596646,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
379102971,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
379608668,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
380114646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
380620680,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
381126648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
381632647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
382138647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
382644644,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
383150648,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
383656646,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
384162646,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
384668665,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
385174646,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
385680648,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
386186648,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
386692647,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
387198648,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
387704673,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
388210697,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
388716646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
389222648,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
389728873,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
390234690,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
390741200,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
