timestamp,vtol_in_rw_mode,vtol_in_trans_mode,in_transition_to_fw,vtol_transition_failsafe,fw_permanent_stab
47710484,1,0,0,0,0
47913307,1,0,0,0,0
48113715,1,0,0,0,0
48311677,1,0,0,0,0
48512086,1,0,0,0,0
48712495,1,0,0,0,0
48910457,1,0,0,0,0
49110896,1,0,0,0,0
49313761,1,0,0,0,0
49514125,1,0,0,0,0
49712125,1,0,0,0,0
49912499,1,0,0,0,0
50112910,1,0,0,0,0
50310871,1,0,0,0,0
50511306,1,1,1,0,0
50714140,1,1,1,0,0
51095397,1,1,1,0,0
52911286,1,1,1,0,0
53111694,1,1,1,0,0
53309701,1,1,1,0,0
53512506,1,1,1,0,0
53712914,1,1,1,0,0
53913320,1,1,1,0,0
54111296,1,1,1,0,0
54311703,1,1,1,0,0
54512183,1,1,1,0,0
54710106,1,1,1,0,0
54912929,1,1,1,0,0
55113335,1,1,1,0,0
55313746,1,1,1,0,0
55511702,1,1,1,0,0
55712109,1,1,1,0,0
55910083,1,1,1,0,0
56110487,1,1,1,0,0
56310896,0,0,0,0,0
56511301,0,0,0,0,0
56711743,0,0,0,0,0
56912117,0,0,0,0,0
57112525,0,0,0,0,0
57308042,0,0,0,0,0
57508485,0,0,0,0,0
57713751,0,0,0,0,0
57914192,0,0,0,0,0
58109677,0,0,0,0,0
58310090,0,0,0,0,0
58510493,0,0,0,0,0
58710903,0,0,0,0,0
58911307,0,0,0,0,0
59111725,0,0,0,0,0
59312124,0,0,0,0,0
59512531,0,0,0,0,0
59712942,0,0,0,0,0
59908460,0,0,0,0,0
60108873,0,0,0,0,0
60309308,0,0,0,0,0
60514575,0,0,0,0,0
60710097,0,0,0,0,0
60910533,0,0,0,0,0
61110913,0,0,0,0,0
61311319,0,0,0,0,0
61511727,0,0,0,0,0
61707244,0,0,0,0,0
61912556,0,0,0,0,0
62112948,0,0,0,0,0
62313357,0,0,0,0,0
62508878,0,0,0,0,0
62709288,0,0,0,0,0
62909698,0,0,0,0,0
63110135,0,0,0,0,0
63310510,0,0,0,0,0
63510920,0,0,0,0,0
63711358,0,0,0,0,0
63911734,0,0,0,0,0
64112143,0,0,0,0,0
64307661,0,0,0,0,0
64508070,0,0,0,0,0
64713366,0,0,0,0,0
64913776,0,0,0,0,0
65109292,0,0,0,0,0
65309702,0,0,0,0,0
65510112,0,0,0,0,0
65710516,0,0,0,0,0
65910956,0,0,0,0,0
66111338,0,0,0,0,0
66311744,0,0,0,0,0
66512182,0,0,0,0,0
66712555,0,0,0,0,0
66908079,0,0,0,0,0
67108481,0,0,0,0,0
67308895,0,0,0,0,0
67514191,0,0,0,0,0
67709713,0,0,0,0,0
67910117,0,0,0,0,0
68110557,0,0,0,0,0
68310938,0,0,0,0,0
68511345,0,0,0,0,0
68711824,0,0,0,0,0
68912157,0,0,0,0,0
69112565,0,0,0,0,0
69312974,0,0,0,0,0
69513383,0,0,0,0,0
69708908,0,0,0,0,0
69909313,0,0,0,0,0
70109720,0,0,0,0,0
70310160,0,0,0,0,0
70510533,0,0,0,0,0
70710942,0,0,0,0,0
70911380,0,0,0,0,0
71111756,0,0,0,0,0
71312165,0,0,0,0,0
71507685,0,0,0,0,0
71712983,0,0,0,0,0
71913395,0,0,0,0,0
72113803,0,0,0,0,0
72309318,0,0,0,0,0
72509813,0,0,0,0,0
72710138,0,0,0,0,0
72910541,0,0,0,0,0
73110983,0,0,0,0,0
73311358,0,0,0,0,0
73511763,0,0,0,0,0
73712174,0,0,0,0,0
73912582,0,0,0,0,0
74108104,0,0,0,0,0
74308518,0,0,0,0,0
74513806,0,0,0,0,0
74714214,0,0,0,0,0
74909734,0,0,0,0,0
75110145,0,0,0,0,0
75310580,0,0,0,0,0
75510958,0,0,0,0,0
75711365,0,0,0,0,0
75911774,0,0,0,0,0
76112183,0,0,0,0,0
76312636,0,0,0,0,0
76512998,0,0,0,0,0
76708516,0,0,0,0,0
76908957,0,0,0,0,0
77109334,0,0,0,0,0
77314667,0,0,0,0,0
77510152,0,0,0,0,0
77710558,0,0,0,0,0
77910965,0,0,0,0,0
78111372,0,0,0,0,0
78311781,0,0,0,0,0
78507303,0,0,0,0,0
78712598,0,0,0,0,0
78913036,0,0,0,0,0
79113414,0,0,0,0,0
79308933,0,0,0,0,0
79509344,0,0,0,0,0
79709791,0,0,0,0,0
79910160,0,0,0,0,0
80110564,0,0,0,0,0
80310978,0,0,0,0,0
80511382,0,0,0,0,0
80711791,0,0,0,0,0
80912195,0,0,0,0,0
81107746,0,0,0,0,0
81308156,0,0,0,0,0
81513420,0,0,0,0,0
81713864,0,0,0,0,0
81909350,0,0,0,0,0
82109759,0,0,0,0,0
82310169,0,0,0,0,0
82510575,0,0,0,0,0
82710981,0,0,0,0,0
82911394,0,0,0,0,0
83111796,0,0,0,0,0
83312237,0,0,0,0,0
83512615,0,0,0,0,0
83708132,0,0,0,0,0
83908539,0,0,0,0,0
84108949,0,0,0,0,0
84314246,0,0,0,0,0
84509773,0,0,0,0,0
84710175,0,0,0,0,0
84910618,0,0,0,0,0
85110991,0,0,0,0,0
85311396,0,0,0,0,0
85511808,0,0,0,0,0
85712213,0,0,0,0,0
85912625,0,0,0,0,0
86113030,0,0,0,0,0
86308551,0,0,0,0,0
86509038,0,0,0,0,0
86709365,0,0,0,0,0
86909780,0,0,0,0,0
87110184,0,0,0,0,0
87310591,0,0,0,0,0
87510998,0,0,0,0,0
87711407,0,0,0,0,0
87911814,0,0,0,0,0
88112222,0,0,0,0,0
88307745,0,0,0,0,0
88513071,0,0,0,0,0
88713445,0,0,0,0,0
88913856,0,0,0,0,0
89109371,0,0,0,0,0
89309791,0,0,0,0,0
89510192,0,0,0,0,0
89710599,0,0,0,0,0
89911007,0,0,0,0,0
90111446,0,0,0,0,0
90311822,0,0,0,0,0
90512234,0,0,0,0,0
90712640,0,0,0,0,0
90908157,0,0,0,0,0
91108565,0,0,0,0,0
91313863,0,0,0,0,0
91514307,0,0,0,0,0
91709827,0,0,0,0,0
91910206,0,0,0,0,0
92110608,0,0,0,0,0
92311014,0,0,0,0,0
92511424,0,0,0,0,0
92711834,0,0,0,0,0
92912237,0,0,0,0,0
93112646,0,0,0,0,0
93313053,0,0,0,0,0
93508571,0,0,0,0,0
93708981,0,0,0,0,0
93909389,0,0,0,0,0
94114687,0,0,0,0,0
94310250,0,0,0,0,0
94510616,0,0,0,0,0
94711054,0,0,0,0,0
94911432,0,0,0,0,0
95111837,0,0,0,0,0
95307362,0,0,0,0,0
95512655,0,0,0,0,0
95713061,0,0,0,0,0
95913476,0,0,0,0,0
96108988,0,0,0,0,0
96309431,0,0,0,0,0
96509813,0,0,0,0,0
96710248,0,0,0,0,0
96910653,0,0,0,0,0
97111033,0,0,0,0,0
97311439,0,0,0,0,0
97511847,0,0,0,0,0
97712288,0,0,0,0,0
97907805,0,0,0,0,0
98108178,0,0,0,0,0
98313511,0,0,0,0,0
98513886,0,0,0,0,0
98709407,0,0,0,0,0
98909822,0,0,0,0,0
99110248,0,0,0,0,0
99310663,0,0,0,0,0
99511040,0,0,0,0,0
99711447,0,0,0,0,0
99911885,0,0,0,0,0
100112262,0,0,0,0,0
100312672,0,0,0,0,0
100508188,0,0,0,0,0
100708595,0,0,0,0,0
100909040,0,0,0,0,0
101114306,0,0,0,0,0
101309867,0,0,0,0,0
101510288,0,0,0,0,0
101710643,0,0,0,0,0
101911051,0,0,0,0,0
102111454,0,0,0,0,0
102306973,0,0,0,0,0
102512274,0,0,0,0,0
102712678,0,0,0,0,0
102913123,0,0,0,0,0
103108605,0,0,0,0,0
103309016,0,0,0,0,0
103509422,0,0,0,0,0
103709832,0,0,0,0,0
103910281,0,0,0,0,0
104110647,0,0,0,0,0
104311056,0,0,0,0,0
104511461,0,0,0,0,0
104711871,0,0,0,0,0
104912279,0,0,0,0,0
105107795,0,0,0,0,0
105313126,0,0,0,0,0
105513546,0,0,0,0,0
105709023,0,0,0,0,0
105909430,0,0,0,0,0
106109840,0,0,0,0,0
106310248,0,0,0,0,0
106510653,0,0,0,0,0
106711065,0,0,0,0,0
106911503,0,0,0,0,0
107111878,0,0,0,0,0
107312290,0,0,0,0,0
107512701,0,0,0,0,0
107708211,0,0,0,0,0
107908659,0,0,0,0,0
108113919,0,0,0,0,0
108314360,0,0,0,0,0
108509923,0,0,0,0,0
108710257,0,0,0,0,0
108910663,0,0,0,0,0
109111074,0,0,0,0,0
109311511,0,0,0,0,0
109511885,0,0,0,0,0
109712296,0,0,0,0,0
109912779,0,0,0,0,0
110113113,0,0,0,0,0
110308629,0,0,0,0,0
110509041,0,0,0,0,0
110709524,0,0,0,0,0
110914742,0,0,0,0,0
111110262,0,0,0,0,0
111310672,0,0,0,0,0
111511079,0,0,0,0,0
111711487,0,0,0,0,0
111911894,0,0,0,0,0
112107412,0,0,0,0,0
112312785,0,0,0,0,0
112513120,0,0,0,0,0
112713528,0,0,0,0,0
112909047,0,0,0,0,0
113109524,0,0,0,0,0
113309864,0,0,0,0,0
113510269,0,0,0,0,0
113710679,0,0,0,0,0
117709066,0,0,0,0,0
117914360,0,0,0,0,0
118109876,0,0,0,0,0
118310288,0,0,0,0,0
118510695,0,0,0,0,0
118711135,0,0,0,0,0
118911516,0,0,0,0,0
119107030,0,0,0,0,0
119312359,0,0,0,0,0
119512747,0,0,0,0,0
119713141,0,0,0,0,0
119908664,0,0,0,0,0
120109076,0,0,0,0,0
120309524,0,0,0,0,0
120509905,0,0,0,0,0
120710293,0,0,0,0,0
120910702,0,0,0,0,0
121111113,0,0,0,0,0
121311517,0,0,0,0,0
121511970,0,0,0,0,0
121712369,0,0,0,0,0
121907852,0,0,0,0,0
122113151,0,0,0,0,0
122313558,0,0,0,0,0
122509160,0,0,0,0,0
122709529,0,0,0,0,0
122909895,0,0,0,0,0
123110345,0,0,0,0,0
123310712,0,0,0,0,0
123511127,0,0,0,0,0
123711524,0,0,0,0,0
123911933,0,0,0,0,0
124112373,0,0,0,0,0
124312750,0,0,0,0,0
124508269,0,0,0,0,0
124708699,0,0,0,0,0
124913980,0,0,0,0,0
125114384,0,0,0,0,0
125309901,0,0,0,0,0
125510312,0,0,0,0,0
125710723,0,0,0,0,0
125911128,0,0,0,0,0
126111532,0,0,0,0,0
126311944,0,0,0,0,0
126512383,0,0,0,0,0
126712758,0,0,0,0,0
126913164,0,0,0,0,0
127108690,0,0,0,0,0
127309159,0,0,0,0,0
127509533,0,0,0,0,0
127714800,0,0,0,0,0
127910316,0,0,0,0,0
128110809,0,0,0,0,0
128311133,0,0,0,0,0
128511543,0,0,0,0,0
128711952,0,0,0,0,0
128907470,0,0,0,0,0
129112765,0,0,0,0,0
129313173,0,0,0,0,0
129513581,0,0,0,0,0
129709125,0,0,0,0,0
129909542,0,0,0,0,0
130109919,0,0,0,0,0
130310325,0,0,0,0,0
130510768,0,0,0,0,0
130711142,0,0,0,0,0
130911551,0,0,0,0,0
131111956,0,0,0,0,0
131312400,0,0,0,0,0
131507926,0,0,0,0,0
131708304,0,0,0,0,0
131913590,0,0,0,0,0
132114000,0,0,0,0,0
132309555,0,0,0,0,0
132509933,0,0,0,0,0
132710338,0,0,0,0,0
132910781,0,0,0,0,0
133111158,0,0,0,0,0
133311567,0,0,0,0,0
133511972,0,0,0,0,0
133712412,0,0,0,0,0
133912794,0,0,0,0,0
134108300,0,0,0,0,0
134308709,0,0,0,0,0
134509126,0,0,0,0,0
134714447,0,0,0,0,0
134909932,0,0,0,0,0
135110345,0,0,0,0,0
135310755,0,0,0,0,0
135511158,0,0,0,0,0
135711566,0,0,0,0,0
135907087,0,0,0,0,0
136112415,0,0,0,0,0
136312790,0,0,0,0,0
136513198,0,0,0,0,0
136708715,0,0,0,0,0
136909129,0,0,0,0,0
137109566,0,0,0,0,0
137309940,0,0,0,0,0
137510350,0,0,0,0,0
137710759,0,0,0,0,0
137911168,0,0,0,0,0
138111576,0,0,0,0,0
138311981,0,0,0,0,0
138512428,0,0,0,0,0
138707909,0,0,0,0,0
138913206,0,0,0,0,0
139113615,0,0,0,0,0
139309134,0,0,0,0,0
139509574,0,0,0,0,0
139709950,0,0,0,0,0
139910357,0,0,0,0,0
140110767,0,0,0,0,0
140311174,0,0,0,0,0
140511583,0,0,0,0,0
140711989,0,0,0,0,0
140912429,0,0,0,0,0
141112809,0,0,0,0,0
141308325,0,0,0,0,0
141508773,0,0,0,0,0
141714063,0,0,0,0,0
141909583,0,0,0,0,0
142109956,0,0,0,0,0
142310365,0,0,0,0,0
142510774,0,0,0,0,0
142711183,0,0,0,0,0
142911592,0,0,0,0,0
143112002,0,0,0,0,0
143312437,0,0,0,0,0
143512813,0,0,0,0,0
143713221,0,0,0,0,0
143908740,0,0,0,0,0
144109150,0,0,0,0,0
144309611,0,0,0,0,0
144514857,0,0,0,0,0
144710375,0,0,0,0,0
144910784,0,0,0,0,0
145111231,0,0,0,0,0
145311598,0,0,0,0,0
145512006,0,0,0,0,0
145707525,0,0,0,0,0
145912821,0,0,0,0,0
146113230,0,0,0,0,0
146313640,0,0,0,0,0
146509156,0,0,0,0,0
146709567,0,0,0,0,0
146909973,0,0,0,0,0
147110381,0,0,0,0,0
147310792,0,0,0,0,0
147511233,0,0,0,0,0
147711604,0,0,0,0,0
147912015,0,0,0,0,0
148112419,0,0,0,0,0
148307939,0,0,0,0,0
148508382,0,0,0,0,0
148713648,0,0,0,0,0
148914086,0,0,0,0,0
149109572,0,0,0,0,0
149309983,0,0,0,0,0
149510391,0,0,0,0,0
149710800,0,0,0,0,0
149911242,0,0,0,0,0
150111615,0,0,0,0,0
150312020,0,0,0,0,0
150512504,0,0,0,0,0
150712868,0,0,0,0,0
150908387,0,0,0,0,0
151108765,0,0,0,0,0
151309172,0,0,0,0,0
151514469,0,0,0,0,0
151709990,0,0,0,0,0
151910401,0,0,0,0,0
152110808,0,0,0,0,0
152311246,0,0,0,0,0
152511624,0,0,0,0,0
152707149,0,0,0,0,0
152912437,0,0,0,0,0
153112878,0,0,0,0,0
153313253,0,0,0,0,0
153508775,0,0,0,0,0
153709180,0,0,0,0,0
153909590,0,0,0,0,0
154110028,0,0,0,0,0
154310404,0,0,0,0,0
154510820,0,0,0,0,0
154711221,0,0,0,0,0
154911634,0,0,0,0,0
155112042,0,0,0,0,0
155307557,0,0,0,0,0
155507964,0,0,0,0,0
155713262,0,0,0,0,0
155913669,0,0,0,0,0
156109189,0,0,0,0,0
156309597,0,0,0,0,0
156510036,0,0,0,0,0
156710411,0,0,0,0,0
156910824,0,0,0,0,0
157111230,0,0,0,0,0
157311672,0,0,0,0,0
157512056,0,0,0,0,0
157712454,0,0,0,0,0
157912863,0,0,0,0,0
158108380,0,0,0,0,0
158308790,0,0,0,0,0
158514085,0,0,0,0,0
158709605,0,0,0,0,0
158910044,0,0,0,0,0
159110420,0,0,0,0,0
159310832,0,0,0,0,0
159511237,0,0,0,0,0
159711679,0,0,0,0,0
159912058,0,0,0,0,0
160112463,0,0,0,0,0
162312067,0,0,0,0,0
162507580,0,0,0,0,0
162712876,0,0,0,0,0
162913318,0,0,0,0,0
163113694,0,0,0,0,0
163309215,0,0,0,0,0
163509623,0,0,0,0,0
163710030,0,0,0,0,0
163910469,0,0,0,0,0
164110848,0,0,0,0,0
164311276,0,0,0,0,0
164511662,0,0,0,0,0
164712071,0,0,0,0,0
164912479,0,0,0,0,0
165107996,0,0,0,0,0
165308408,0,0,0,0,0
165513705,0,0,0,0,0
165714111,0,0,0,0,0
165909631,0,0,0,0,0
166110038,0,0,0,0,0
166310492,0,0,0,0,0
166510859,0,0,0,0,0
166711262,0,0,0,0,0
166911671,0,0,0,0,0
167112112,0,0,0,0,0
167312487,0,0,0,0,0
167512893,0,0,0,0,0
167708413,0,0,0,0,0
167908898,0,0,0,0,0
168109230,0,0,0,0,0
168314525,0,0,0,0,0
168510046,0,0,0,0,0
168710487,0,0,0,0,0
168910861,0,0,0,0,0
169111273,0,0,0,0,0
169311680,0,0,0,0,0
169507197,0,0,0,0,0
169712496,0,0,0,0,0
169912901,0,0,0,0,0
170113311,0,0,0,0,0
170308829,0,0,0,0,0
170509269,0,0,0,0,0
170709647,0,0,0,0,0
170910057,0,0,0,0,0
171110459,0,0,0,0,0
171310871,0,0,0,0,0
171511280,0,0,0,0,0
171711688,0,0,0,0,0
171912130,0,0,0,0,0
172107616,0,0,0,0,0
172308020,0,0,0,0,0
172513317,0,0,0,0,0
172713759,0,0,0,0,0
172909278,0,0,0,0,0
173109655,0,0,0,0,0
173310063,0,0,0,0,0
173510468,0,0,0,0,0
173710912,0,0,0,0,0
173911288,0,0,0,0,0
174111696,0,0,0,0,0
174312102,0,0,0,0,0
174512510,0,0,0,0,0
174708063,0,0,0,0,0
174908436,0,0,0,0,0
175108887,0,0,0,0,0
175314141,0,0,0,0,0
175509660,0,0,0,0,0
175710066,0,0,0,0,0
175910477,0,0,0,0,0
176110922,0,0,0,0,0
176311298,0,0,0,0,0
176511704,0,0,0,0,0
176712113,0,0,0,0,0
176912553,0,0,0,0,0
177112925,0,0,0,0,0
177313337,0,0,0,0,0
177508855,0,0,0,0,0
177709274,0,0,0,0,0
177909702,0,0,0,0,0
178110080,0,0,0,0,0
178310486,0,0,0,0,0
178510899,0,0,0,0,0
178711301,0,0,0,0,0
178911715,0,0,0,0,0
179112121,0,0,0,0,0
179307638,0,0,0,0,0
179512934,0,0,0,0,0
179713341,0,0,0,0,0
179913751,0,0,0,0,0
180109272,0,0,0,0,0
180309710,0,0,0,0,0
180710494,0,0,0,0,0
180910904,0,0,0,0,0
181111342,0,0,0,0,0
181311724,0,0,0,0,0
181512128,0,0,0,0,0
181712535,0,0,0,0,0
181908052,0,0,0,0,0
182108497,0,0,0,0,0
182313761,0,0,0,0,0
182514198,0,0,0,0,0
182709687,0,0,0,0,0
182910093,0,0,0,0,0
183110501,0,0,0,0,0
183310912,0,0,0,0,0
183511349,0,0,0,0,0
183711778,0,0,0,0,0
183912136,0,0,0,0,0
184112542,0,0,0,0,0
184312949,0,0,0,0,0
184508502,0,0,0,0,0
184708881,0,0,0,0,0
184909284,0,0,0,0,0
185114581,0,0,0,0,0
185310134,0,0,0,0,0
185510515,0,0,0,0,0
185710919,0,0,0,0,0
185911325,0,0,0,0,0
186111737,0,0,0,0,0
186307289,0,0,0,0,0
186512593,0,0,0,0,0
186712987,0,0,0,0,0
186913366,0,0,0,0,0
187108888,0,0,0,0,0
187309312,0,0,0,0,0
187509701,0,0,0,0,0
187710141,0,0,0,0,0
187910514,0,0,0,0,0
188110925,0,0,0,0,0
188311333,0,0,0,0,0
188511775,0,0,0,0,0
188712151,0,0,0,0,0
188907670,0,0,0,0,0
189108077,0,0,0,0,0
189313375,0,0,0,0,0
189513782,0,0,0,0,0
189709348,0,0,0,0,0
189909709,0,0,0,0,0
190110118,0,0,0,0,0
190310524,0,0,0,0,0
190510934,0,0,0,0,0
190711344,0,0,0,0,0
190911783,0,0,0,0,0
191112159,0,0,0,0,0
191312568,0,0,0,0,0
191508085,0,0,0,0,0
191708493,0,0,0,0,0
191908935,0,0,0,0,0
192114197,0,0,0,0,0
192309718,0,0,0,0,0
192510127,0,0,0,0,0
192710571,0,0,0,0,0
192910943,0,0,0,0,0
193111351,0,0,0,0,0
193311759,0,0,0,0,0
193512198,0,0,0,0,0
193712572,0,0,0,0,0
193912983,0,0,0,0,0
194113393,0,0,0,0,0
194308910,0,0,0,0,0
194509349,0,0,0,0,0
194709725,0,0,0,0,0
194910134,0,0,0,0,0
195110541,0,0,0,0,0
195310954,0,0,0,0,0
195511363,0,0,0,0,0
195711766,0,0,0,0,0
195912207,0,0,0,0,0
196107698,0,0,0,0,0
196312992,0,0,0,0,0
196513400,0,0,0,0,0
196713841,0,0,0,0,0
196909356,0,0,0,0,0
197109777,0,0,0,0,0
197310145,0,0,0,0,0
197510549,0,0,0,0,0
197710992,0,0,0,0,0
197911367,0,0,0,0,0
198111778,0,0,0,0,0
198312184,0,0,0,0,0
198512592,0,0,0,0,0
198708144,0,0,0,0,0
198908520,0,0,0,0,0
199113847,0,0,0,0,0
199314222,0,0,0,0,0
199509743,0,0,0,0,0
199710153,0,0,0,0,0
199910555,0,0,0,0,0
200110999,0,0,0,0,0
200311374,0,0,0,0,0
200511786,0,0,0,0,0
200712194,0,0,0,0,0
200912631,0,0,0,0,0
201113004,0,0,0,0,0
201308571,0,0,0,0,0
201508934,0,0,0,0,0
201709341,0,0,0,0,0
201914638,0,0,0,0,0
202110158,0,0,0,0,0
202310564,0,0,0,0,0
202510974,0,0,0,0,0
202711384,0,0,0,0,0
202911792,0,0,0,0,0
203107317,0,0,0,0,0
203312637,0,0,0,0,0
203513014,0,0,0,0,0
203713422,0,0,0,0,0
203908941,0,0,0,0,0
204109352,0,0,0,0,0
204309757,0,0,0,0,0
204510165,0,0,0,0,0
204710572,0,0,0,0,0
204910982,0,0,0,0,0
205111424,0,0,0,0,0
205311798,0,0,0,0,0
205512205,0,0,0,0,0
205707751,0,0,0,0,0
205908135,0,0,0,0,0
206113432,0,0,0,0,0
206313838,0,0,0,0,0
206509360,0,0,0,0,0
206709769,0,0,0,0,0
206910175,0,0,0,0,0
207110583,0,0,0,0,0
207310994,0,0,0,0,0
207511403,0,0,0,0,0
207711808,0,0,0,0,0
207912215,0,0,0,0,0
208112624,0,0,0,0,0
208308141,0,0,0,0,0
208508550,0,0,0,0,0
208708957,0,0,0,0,0
208914254,0,0,0,0,0
209109780,0,0,0,0,0
209310218,0,0,0,0,0
209510591,0,0,0,0,0
209710997,0,0,0,0,0
209911405,0,0,0,0,0
210111846,0,0,0,0,0
210312223,0,0,0,0,0
210512634,0,0,0,0,0
210713043,0,0,0,0,0
210908556,0,0,0,0,0
211108998,0,0,0,0,0
211309372,0,0,0,0,0
211509786,0,0,0,0,0
211710194,0,0,0,0,0
211910633,0,0,0,0,0
212111006,0,0,0,0,0
212311415,0,0,0,0,0
212511824,0,0,0,0,0
212712233,0,0,0,0,0
212907749,0,0,0,0,0
213113046,0,0,0,0,0
213313485,0,0,0,0,0
213513865,0,0,0,0,0
213709380,0,0,0,0,0
213909799,0,0,0,0,0
214110204,0,0,0,0,0
214310643,0,0,0,0,0
214511032,0,0,0,0,0
214711422,0,0,0,0,0
214911833,0,0,0,0,0
215112273,0,0,0,0,0
215312650,0,0,0,0,0
215508165,0,0,0,0,0
215708573,0,0,0,0,0
215913874,0,0,0,0,0
216114278,0,0,0,0,0
216309804,0,0,0,0,0
216510251,0,0,0,0,0
216710615,0,0,0,0,0
216911072,0,0,0,0,0
217111429,0,0,0,0,0
217311842,0,0,0,0,0
217512246,0,0,0,0,0
217712656,0,0,0,0,0
217913066,0,0,0,0,0
218108582,0,0,0,0,0
218309038,0,0,0,0,0
218509397,0,0,0,0,0
218714692,0,0,0,0,0
218910249,0,0,0,0,0
219110625,0,0,0,0,0
219311068,0,0,0,0,0
219511438,0,0,0,0,0
219711848,0,0,0,0,0
219907365,0,0,0,0,0
220112663,0,0,0,0,0
220313070,0,0,0,0,0
220513481,0,0,0,0,0
220708998,0,0,0,0,0
220909407,0,0,0,0,0
221109847,0,0,0,0,0
221310251,0,0,0,0,0
221510628,0,0,0,0,0
221711041,0,0,0,0,0
221911446,0,0,0,0,0
222111854,0,0,0,0,0
222312267,0,0,0,0,0
222507782,0,0,0,0,0
222708187,0,0,0,0,0
222913486,0,0,0,0,0
223113895,0,0,0,0,0
223309415,0,0,0,0,0
223509830,0,0,0,0,0
223910638,0,0,0,0,0
226911871,0,0,0,0,0
227112283,0,0,0,0,0
227312688,0,0,0,0,0
227513095,0,0,0,0,0
227708615,0,0,0,0,0
227909024,0,0,0,0,0
228109433,0,0,0,0,0
228309839,0,0,0,0,0
228510281,0,0,0,0,0
228710656,0,0,0,0,0
228911065,0,0,0,0,0
229111473,0,0,0,0,0
229311909,0,0,0,0,0
229512287,0,0,0,0,0
229707809,0,0,0,0,0
229913127,0,0,0,0,0
230113543,0,0,0,0,0
230309070,0,0,0,0,0
230509501,0,0,0,0,0
230709855,0,0,0,0,0
230910259,0,0,0,0,0
231110703,0,0,0,0,0
231311078,0,0,0,0,0
231511488,0,0,0,0,0
231711892,0,0,0,0,0
231912302,0,0,0,0,0
232112755,0,0,0,0,0
232308223,0,0,0,0,0
232508630,0,0,0,0,0
232713934,0,0,0,0,0
232914345,0,0,0,0,0
233109856,0,0,0,0,0
233310306,0,0,0,0,0
233510674,0,0,0,0,0
233711079,0,0,0,0,0
233911488,0,0,0,0,0
234111894,0,0,0,0,0
234312334,0,0,0,0,0
234512749,0,0,0,0,0
234713118,0,0,0,0,0
234908638,0,0,0,0,0
235109049,0,0,0,0,0
235309527,0,0,0,0,0
235514794,0,0,0,0,0
235710269,0,0,0,0,0
235910680,0,0,0,0,0
236111122,0,0,0,0,0
236311498,0,0,0,0,0
236511901,0,0,0,0,0
236707423,0,0,0,0,0
236912749,0,0,0,0,0
237113126,0,0,0,0,0
237313537,0,0,0,0,0
237509055,0,0,0,0,0
237709526,0,0,0,0,0
237909901,0,0,0,0,0
238110275,0,0,0,0,0
238310686,0,0,0,0,0
238511097,0,0,0,0,0
238711503,0,0,0,0,0
238911911,0,0,0,0,0
239112323,0,0,0,0,0
239307836,0,0,0,0,0
239508250,0,0,0,0,0
239713542,0,0,0,0,0
239913949,0,0,0,0,0
