timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
33473754,33453671,3997706,-132.20053,40.18,102923.0,1.2228955
33524065,33506492,3997706,-132.22168,40.18,102923.24,1.2228984
33584424,33561689,3997706,-131.68791,40.18,102916.75,1.2228212
33634564,33614472,3997706,-132.05785,40.18,102921.24,1.2228746
33684884,33667259,3997706,-131.15417,40.18,102910.25,1.222744
33745510,33722578,3997706,-131.66678,40.19,102916.5,1.2228183
33795622,33775525,3997706,-131.85175,40.19,102918.75,1.222845
33845969,33828280,3997706,-132.01556,40.19,102920.74,1.2228687
33906100,33883517,3997706,-131.8306,40.2,102918.49,1.222842
33956444,33936306,3997706,-131.27573,40.2,102911.74,1.2227618
34007019,33989099,3997706,-131.62451,40.19,102916.0,1.2228123
34067156,34044570,3997706,-131.60866,40.2,102915.75,1.2228093
34117465,34097289,3997706,-130.22937,40.2,102899.0,1.2226104
34167603,34150023,3997706,-130.557,40.2,102902.99,1.2226578
34227950,34205361,3997706,-131.23344,40.2,102911.24,1.2227558
34278298,34258047,3997706,-131.17531,40.21,102910.5,1.222747
34328414,34310822,3997706,-130.90579,40.21,102907.25,1.2227083
34388787,34366082,3997706,-131.17531,40.21,102910.5,1.222747
34438940,34418844,3997706,-130.57814,40.21,102903.25,1.2226608
34489450,34471874,3997706,-130.64157,40.21,102903.99,1.2226696
34549858,34527084,3997706,-130.72083,40.21,102904.99,1.2226815
34599967,34579891,3997706,-130.57814,40.21,102903.25,1.2226608
34650546,34632856,3997706,-129.53178,40.219997,102890.5,1.2225094
34711114,34688205,3997706,-129.91757,40.21,102895.25,1.2225658
34761247,34741163,3997706,-130.30862,40.219997,102900.0,1.2226223
34811564,34793938,3997706,-130.7631,40.219997,102905.49,1.2226875
34871727,34849133,3997706,-130.18709,40.219997,102898.5,1.2226044
34922066,34901987,3997706,-130.72083,40.23,102905.01,1.2226818
34972800,34954831,3997706,-129.32568,40.23,102888.0,1.2224797
35032776,35010188,3997706,-129.36267,40.23,102888.5,1.2224855
35083131,35062991,3997706,-129.09845,40.23,102885.24,1.2224469
35133703,35115779,3997706,-129.95984,40.23,102895.75,1.2225717
35193834,35171234,3997706,-129.0773,40.239998,102885.0,1.2224439
35244151,35223971,3997706,-128.7708,40.23,102881.25,1.2223995
35294288,35276708,3997706,-128.70738,40.239998,102880.49,1.2223904
35354630,35332041,3997706,-129.1196,40.239998,102885.5,1.2224499
35404960,35384733,3997706,-128.27405,40.239998,102875.24,1.2223281
35455097,35437507,3997706,-128.06795,40.239998,102872.74,1.2222984
35515431,35492746,3997706,-128.40088,40.239998,102876.76,1.2223461
35565591,35545478,3997706,-127.80371,40.25,102869.49,1.2222598
35615890,35598261,3997706,-128.11021,40.239998,102873.26,1.2223045
35676266,35653511,3997706,-128.11021,40.25,102873.24,1.2223043
35726379,35706284,3997706,-127.555336,40.25,102866.5,1.2222242
35776732,35759038,3997706,-127.20655,40.25,102862.26,1.2221738
35836872,35814285,3997706,-126.937035,40.25,102859.0,1.2221351
35887461,35867349,3997706,-127.20655,40.26,102862.24,1.2221736
35937797,35920037,3997706,-126.79435,40.26,102857.25,1.2221143
35997926,35975341,3997706,-126.75207,40.26,102856.75,1.2221084
36048513,36028317,3997706,-126.09677,40.26,102848.76,1.2220134
36099062,36081162,3997706,-126.60938,40.26,102854.99,1.2220875
36159213,36136623,3997706,-126.71507,40.26,102856.25,1.2221024
36209582,36189375,3997706,-125.80612,40.27,102845.25,1.2219718
36259699,36242123,3997706,-125.96995,40.27,102847.24,1.2219954
36320288,36297701,3997706,-124.86017,40.27,102833.74,1.221835
36370834,36350550,3997706,-125.415054,40.27,102840.5,1.2219152
36420975,36403394,3997706,-124.944725,40.27,102834.75,1.2218469
36481310,36458724,3997706,-124.80204,40.28,102832.99,1.2218261
36531669,36511417,3997706,-125.25123,40.28,102838.5,1.2218915
36581785,36564197,3997706,-123.97764,40.28,102823.0,1.2217073
36642122,36619437,3997706,-123.99877,40.28,102823.24,1.2217102
36692254,36672166,3997706,-124.24187,40.28,102826.24,1.2217458
36742600,36724965,3997706,-124.38983,40.28,102828.0,1.2217667
36802931,36780198,3997706,-123.528435,40.29,102817.51,1.2216421
36853066,36832971,3997706,-123.813805,40.29,102821.0,1.2216836
36903757,36885708,3997706,-123.628845,40.29,102818.75,1.2216568
36963542,36940944,3997706,-122.53493,40.29,102805.49,1.2214993
37013852,36993724,3997706,-123.30119,40.29,102814.75,1.2216094
37064029,37046408,3997706,-123.0951,40.29,102812.24,1.2215796
37124357,37101749,3997706,-122.37111,40.3,102803.49,1.2214756
37174696,37154504,3997706,-122.598335,40.3,102806.25,1.2215083
37224888,37207247,3997706,-122.32883,40.3,102802.99,1.2214696
37285385,37262799,3997706,-121.90077,40.3,102797.74,1.2214072
37335720,37315493,3997706,-121.44629,40.3,102792.25,1.221342
37385857,37368268,3997706,-121.96418,40.309998,102798.5,1.2214162
37446481,37423782,3997706,-121.0975,40.309998,102788.0,1.2212914
37497025,37476623,3997706,-120.95482,40.3,102786.24,1.2212706
37547163,37529573,3997706,-121.0975,40.309998,102788.0,1.2212914
37607507,37584816,3997706,-119.96659,40.309998,102774.24,1.221128
37657629,37637546,3997706,-120.521484,40.32,102781.01,1.2212085
37707958,37690329,3997706,-120.257256,40.309998,102777.75,1.2211697
37768334,37745574,3997706,-119.596664,40.32,102769.75,1.2210746
37818445,37798352,3997706,-120.109276,40.32,102776.0,1.2211488
37868760,37851085,3997706,-119.596664,40.309998,102769.75,1.2210746
37928920,37906323,3997706,-119.4487,40.32,102767.99,1.2210537
37979238,37959108,3997706,-119.53325,40.329998,102768.99,1.2210656
38029373,38011793,3997706,-119.099915,40.32,102763.74,1.2210033
38089730,38067128,3997706,-118.56617,40.329998,102757.25,1.2209262
38140075,38119881,3997706,-118.46576,40.329998,102756.01,1.2209114
38190243,38172620,3997706,-118.69299,40.329998,102758.75,1.2209439
38250773,38228185,3997706,-118.11169,40.329998,102751.74,1.2208607
38301123,38280873,3997706,-117.577934,40.329998,102745.24,1.2207835
38351238,38333649,3997706,-117.06532,40.34,102738.99,1.2207092
38411575,38388888,3997706,-116.65312,40.34,102734.0,1.2206498
38461713,38441620,3997706,-117.35598,40.34,102742.51,1.2207509
38512032,38494405,3997706,-116.77467,40.34,102735.5,1.2206677
38572389,38549653,3997706,-117.001915,40.34,102738.24,1.2207003
38622519,38602428,3997706,-116.93849,40.34,102737.484,1.2206913
38673200,38655161,3997706,-115.81287,40.34,102723.76,1.2205281
38732994,38710399,3997706,-116.077095,40.35,102727.0,1.2205667
38783309,38763180,3997706,-115.294975,40.35,102717.49,1.2204537
38833448,38815868,3997706,-115.81287,40.35,102723.76,1.2205281
38893805,38871202,3997706,-115.13115,40.35,102715.5,1.22043
38944122,38923942,3997706,-114.79822,40.35,102711.5,1.2203826
38994254,38976673,3997706,-115.11001,40.36,102715.25,1.220427
39054635,39031985,3997706,-114.61325,40.36,102709.24,1.2203557
39105208,39084777,3997706,-114.676674,40.36,102710.0,1.2203647
39155312,39137726,3997706,-114.28561,40.37,102705.25,1.2203083
39215909,39193212,3997706,-113.58275,40.36,102696.75,1.2202073
39266028,39245951,3997706,-113.33965,40.37,102693.75,1.2201717
39316378,39298804,3997706,-113.58275,40.37,102696.75,1.2202073
39376709,39353977,3997706,-113.255104,40.37,102692.75,1.2201598
39426849,39406758,3997706,-112.51525,40.37,102683.74,1.2200527
39477196,39459563,3997706,-113.58275,40.37,102696.75,1.2202073
39537819,39514861,3997706,-113.02786,40.37,102689.99,1.220127
39587914,39567835,3997706,-112.67907,40.379997,102685.76,1.2200767
39638487,39620799,3997706,-112.536385,40.379997,102684.0,1.2200558
39698619,39676035,3997706,-112.2246,40.379997,102680.25,1.2200112
39748969,39728890,3997706,-112.12419,40.39,102679.0,1.2199963
39799561,39781778,3997706,-111.52702,40.379997,102671.74,1.2199101
39859699,39837110,3997706,-111.40019,40.39,102670.24,1.2198923
39910247,39890165,3997706,-112.536385,40.39,102684.0,1.2200558
39960609,39942863,3997706,-111.83882,40.39,102675.5,1.2199548
40020748,39998162,3997706,-110.97213,40.39,102664.99,1.2198299
40071301,40051110,3997706,-110.60221,40.39,102660.5,1.2197765
40121429,40103853,3997706,-111.648575,40.399998,102673.24,1.2199279
40181795,40159196,3997706,-111.09368,40.399998,102666.49,1.2198478
40232127,40211939,3997706,-111.40019,40.399998,102670.24,1.2198923
40282244,40264668,3997706,-110.76604,40.399998,102662.5,1.2198004
40342580,40319946,3997706,-111.07254,40.399998,102666.25,1.2198449
40392752,40372637,3997706,-110.824165,40.399998,102663.24,1.2198092
40443041,40425465,3997706,-109.941635,40.41,102652.49,1.2196814
40503424,40480664,3997706,-110.26929,40.41,102656.49,1.219729
40553536,40533458,3997706,-109.89936,40.41,102652.0,1.2196755
40603849,40586223,3997706,-110.0209,40.41,102653.5,1.2196934
40664001,40641414,3997706,-109.09609,40.41,102642.25,1.2195597
40714351,40694270,3997706,-110.12659,40.42,102654.75,1.2197082
40764900,40747110,3997706,-109.18065,40.41,102643.25,1.2195716
40825075,40802490,3997706,-109.07495,40.42,102642.01,1.2195568
40875618,40855539,3997706,-108.86885,40.42,102639.5,1.219527
40926024,40908240,3997706,-108.56235,40.42,102635.76,1.2194825
40986124,40963541,3997706,-108.70503,40.43,102637.5,1.2195033
41036434,41016258,3997706,-108.29282,40.42,102632.49,1.2194438
41086567,41068989,3997706,-108.335106,40.42,102632.99,1.2194498
41146906,41124320,3997706,-108.08672,40.43,102629.99,1.2194141
41197242,41177012,3997706,-107.695656,40.43,102625.24,1.2193576
41247410,41229819,3997706,-107.88062,40.43,102627.49,1.2193844
41307963,41285272,3997706,-107.73794,40.44,102625.74,1.2193636
41358146,41338014,3997706,-107.14078,40.44,102618.51,1.2192776
41408417,41390840,3997706,-107.36273,40.44,102621.24,1.2193102
41468802,41446042,3997706,-107.177765,40.44,102618.99,1.2192833
41518949,41498860,3997706,-106.95581,40.44,102616.25,1.2192508
41569468,41551793,3997706,-106.60174,40.44,102611.984,1.2192001
41629889,41607096,3997706,-106.64402,40.44,102612.5,1.2192062
41679979,41659892,3997706,-105.90417,40.45,102603.49,1.2190992
41730558,41712868,3997706,-106.585884,40.44,102611.76,1.2191974
41790711,41768110,3997706,-105.30701,40.44,102596.24,1.2190131
41841007,41820925,3997706,-106.14726,40.45,102606.49,1.2191348
41891371,41873622,3997706,-105.03749,40.45,102592.99,1.2189745
41951506,41928922,3997706,-105.53425,40.45,102599.0,1.2190459
42001814,41981636,3997706,-105.30701,40.45,102596.24,1.2190131
42051948,42034370,3997706,-104.974075,40.46,102592.25,1.2189656
42112356,42089743,3997706,-105.15903,40.46,102594.49,1.2189922
42162873,42142596,3997706,-104.255356,40.46,102583.5,1.2188617
42213005,42195422,3997706,-104.149666,40.46,102582.25,1.2188468
42273358,42250714,3997706,-104.41918,40.469997,102585.5,1.2188854
42324001,42303541,3997706,-104.60415,40.469997,102587.74,1.2189121
42374095,42356520,3997706,-103.531364,40.469997,102574.74,1.2187576
42434651,42411959,3997706,-103.531364,40.469997,102574.74,1.2187576
42484781,42464697,3997706,-103.658195,40.469997,102576.24,1.2187754
42535095,42517519,3997706,-102.95534,40.469997,102567.75,1.2186745
42595458,42572717,3997706,-102.71225,40.469997,102564.75,1.2186389
42645593,42625502,3997706,-102.89192,40.48,102566.99,1.2186655
42695963,42678319,3997706,-102.56428,40.48,102563.0,1.2186182
42756516,42733616,3997706,-102.23663,40.48,102559.0,1.2185706
42806649,42786556,3997706,-101.98824,40.489998,102556.01,1.2185351
42856961,42839290,3997706,-102.15208,40.48,102557.99,1.2185585
42917121,42894525,3997706,-101.59718,40.489998,102551.24,1.2184784
42967438,42947309,3997706,-100.915474,40.489998,102542.99,1.2183803
43017570,42999993,3997706,-101.47035,40.489998,102549.74,1.2184606
43077937,43055336,3997706,-101.30653,40.489998,102547.75,1.218437
43128267,43108080,3997706,-100.97888,40.489998,102543.75,1.2183894
43178425,43160841,3997706,-100.381714,40.5,102536.5,1.2183032
43238973,43216385,3997706,-100.297165,40.5,102535.5,1.2182914
43289562,43269254,3997706,-100.13334,40.5,102533.5,1.2182676
43339691,43322111,3997706,-99.573166,40.5,102526.74,1.2181873
43400025,43377390,3997706,-99.82154,40.51,102529.75,1.2182231
43450161,43430075,3997706,-99.65772,40.5,102527.75,1.2181993
43500491,43482912,3997706,-99.63659,40.5,102527.49,1.2181962
43560881,43538109,3997706,-99.493904,40.51,102525.74,1.2181754
43610994,43590915,3997706,-99.35122,40.51,102524.0,1.2181547
43661530,43643852,3997706,-99.39349,40.51,102524.5,1.2181606
43721919,43699160,3997706,-99.081696,40.51,102520.75,1.218116
43772032,43751937,3997706,-99.10284,40.52,102521.0,1.218119
43822357,43804675,3997706,-98.11462,40.52,102509.0,1.2179765
43882500,43859912,3997706,-98.33656,40.52,102511.74,1.2180091
43932901,43912745,3997706,-98.172745,40.53,102509.74,1.2179853
43983407,43965537,3997706,-97.98778,40.52,102507.49,1.2179586
44043558,44020966,3997706,-97.90851,40.53,102506.51,1.2179469
44093909,44073709,3997706,-98.09347,40.52,102508.75,1.2179735
44144026,44126452,3997706,-97.43289,40.53,102500.74,1.2178783
44204619,44182015,3997706,-97.72354,40.53,102504.25,1.2179201
44255038,44234753,3997706,-97.28492,40.53,102499.0,1.2178577
44305126,44287489,3997706,-97.36948,40.53,102500.0,1.2178695
44365685,44343100,3997706,-96.77231,40.54,102492.75,1.2177835
44416011,44395768,3997706,-95.99019,40.54,102483.25,1.2176706
44466125,44448533,3997706,-96.730034,40.54,102492.234,1.2177773
44526497,44503791,3997706,-96.36011,40.54,102487.74,1.217724
44576609,44556531,3997706,-97.02068,40.54,102495.75,1.2178191
44627167,44609593,3997706,-95.308464,40.55,102475.0,1.2175726
44687520,44664784,3997706,-96.132866,40.54,102485.0,1.2176913
44737661,44717567,3997706,-94.99667,40.55,102471.24,1.2175279
44787974,44770349,3997706,-95.06009,40.54,102472.0,1.2175369
44848144,44825542,3997706,-94.5052,40.55,102465.25,1.2174567
44898483,44878402,3997706,-95.75766,40.55,102480.49,1.2176378
44949082,44931239,3997706,-95.10237,40.559998,102472.5,1.2175428
45009222,44986635,3997706,-95.017815,40.559998,102471.5,1.217531
45059758,45039674,3997706,-95.72067,40.559998,102479.99,1.2176318
45110464,45092543,3997706,-95.49343,40.559998,102477.25,1.2175993
45170491,45147895,3997706,-94.79057,40.559998,102468.75,1.2174983
45220806,45200677,3997706,-94.56333,40.57,102466.0,1.2174656
45270942,45253364,3997706,-93.5751,40.559998,102454.0,1.217323
45331303,45308698,3997706,-94.917404,40.57,102470.25,1.2175161
45381619,45361437,3997706,-93.28445,40.57,102450.484,1.2172812
45431754,45414169,3997706,-93.987305,40.57,102459.0,1.2173824
45492092,45469456,3997706,-93.55397,40.57,102453.75,1.2173201
45542227,45522141,3997706,-95.144646,40.57,102473.0,1.2175487
45592539,45574969,3997706,-93.987305,40.57,102459.0,1.2173824
45652972,45630164,3997706,-94.05072,40.57,102459.74,1.2173913
45703040,45682948,3997706,-93.057205,40.579998,102447.75,1.2172488
45753363,45735736,3997706,-93.09949,40.579998,102448.24,1.2172546
45813508,45790922,3997706,-92.89339,40.579998,102445.75,1.217225
45863831,45843746,3997706,-93.01493,40.59,102447.24,1.2172427
45914160,45896437,3997706,-92.21166,40.59,102437.5,1.217127
45974317,45951718,3997706,-93.28445,40.59,102450.484,1.2172812
46024669,46004469,3997706,-91.92629,40.59,102434.0,1.2170854
46074782,46057209,3997706,-92.46005,40.59,102440.5,1.2171626
46135378,46112781,3997706,-91.67792,40.59,102430.99,1.2170496
46185696,46165515,3997706,-92.56574,40.59,102441.75,1.2171775
46235828,46218246,3997706,-92.16939,40.59,102437.0,1.217121
46296166,46273533,3997706,-91.67792,40.6,102430.99,1.2170496
46346304,46326218,3997706,-90.853516,40.59,102421.0,1.2169309
46396628,46379046,3997706,-91.862885,40.6,102433.24,1.2170764
46456977,46434240,3997706,-91.94743,40.6,102434.25,1.2170883
46507112,46487024,3997706,-89.775444,40.6,102407.99,1.2167764
46557425,46539802,3997706,-91.38727,40.6,102427.49,1.217008
46617586,46594993,3997706,-90.726685,40.61,102419.49,1.216913
46667912,46647827,3997706,-90.74782,40.6,102419.75,1.2169161
46718292,46700522,3997706,-91.24458,40.61,102425.74,1.2169873
46778407,46755821,3997706,-90.22993,40.61,102413.5,1.2168418
46828989,46808784,3997706,-90.45717,40.62,102416.25,1.2168745
46879563,46861658,3997706,-90.10838,40.61,102412.0,1.2168239
46939700,46917100,3997706,-90.42017,40.61,102415.75,1.2168685
46990047,46969851,3997706,-90.12952,40.61,102412.24,1.2168268
47040157,47022585,3997706,-89.305115,40.62,102402.25,1.2167082
47100493,47077908,3997706,-89.75431,40.62,102407.74,1.2167734
47150863,47130605,3997706,-89.46894,40.62,102404.25,1.2167319
47200976,47183402,3997706,-88.80836,40.62,102396.25,1.2166369
47261545,47238851,3997706,-89.511215,40.62,102404.75,1.2167379
47311725,47291598,3997706,-89.36853,40.629997,102403.0,1.216717
47361998,47344423,3997706,-88.602264,40.629997,102393.75,1.2166071
47422359,47399619,3997706,-88.91405,40.629997,102397.5,1.2166517
47472494,47452406,3997706,-89.3474,40.629997,102402.76,1.2167141
47522878,47505219,3997706,-88.43843,40.629997,102391.75,1.2165834
47583437,47560530,3997706,-87.71444,40.64,102382.99,1.2164793
47633550,47613453,3997706,-88.82949,40.64,102396.5,1.2166398
47683877,47666194,3997706,-88.27461,40.64,102389.75,1.2165596
47744023,47721433,3997706,-87.25996,40.64,102377.5,1.2164141
47794334,47774205,3997706,-87.571754,40.64,102381.25,1.2164586
47844473,47826894,3997706,-87.672165,40.64,102382.49,1.2164733
47904835,47882234,3997706,-87.571754,40.649998,102381.25,1.2164586
47955444,47935141,3997706,-87.34451,40.64,102378.5,1.2164259
48005557,47987984,3997706,-86.66279,40.649998,102370.24,1.2163278
48066137,48043537,3997706,-86.847755,40.649998,102372.5,1.2163546
48116447,48096270,3997706,-86.351006,40.649998,102366.5,1.2162833
48166590,48149002,3997706,-86.847755,40.649998,102372.5,1.2163546
48226926,48204290,3997706,-86.229454,40.66,102365.0,1.2162656
48277061,48256976,3997706,-86.8689,40.66,102372.75,1.2163576
48327433,48309842,3997706,-85.59002,40.66,102357.25,1.2161734
48388020,48365207,3997706,-86.39328,40.66,102366.99,1.2162892
48438151,48418054,3997706,-86.250595,40.66,102365.25,1.2162685
48488693,48471108,3997706,-85.214806,40.67,102352.75,1.21612
48549094,48526317,3997706,-85.17781,40.67,102352.25,1.216114
48599210,48579129,3997706,-85.1144,40.67,102351.49,1.216105
48649741,48632062,3997706,-85.27822,40.67,102353.5,1.216129
48710342,48687437,3997706,-84.55951,40.67,102344.75,1.2160249
48760483,48740391,3997706,-84.51195,40.67,102344.24,1.2160189
48810795,48793172,3997706,-84.1843,40.67,102340.25,1.2159715
48870951,48848363,3997706,-85.341644,40.67,102354.25,1.2161378
48921276,48901192,3997706,-84.72333,40.67,102346.75,1.2160487
48971625,48953879,3997706,-83.99934,40.68,102338.0,1.2159448
49031769,49009164,3997706,-85.05098,40.68,102350.75,1.2160963
49082081,49061901,3997706,-84.68106,40.68,102346.25,1.2160428
49132215,49114637,3997706,-83.79324,40.69,102335.51,1.2159151
49192589,49170002,3997706,-83.85665,40.68,102336.26,1.215924
49243142,49222842,3997706,-82.28712,40.69,102317.25,1.2156982
49293275,49275691,3997706,-82.699326,40.69,102322.25,1.2157576
49353609,49330974,3997706,-82.6359,40.69,102321.5,1.2157487
49403749,49383662,3997706,-81.933044,40.69,102313.0,1.2156477
49454065,49436491,3997706,-82.038734,40.69,102314.24,1.2156625
49514481,49491682,3997706,-82.324104,40.69,102317.75,1.2157041
49564558,49544468,3997706,-81.62654,40.69,102309.25,1.2156031
49614880,49597253,3997706,-82.82086,40.7,102323.75,1.2157754
49675028,49652440,3997706,-81.42043,40.7,102306.75,1.2155734
49725381,49705300,3997706,-82.038734,40.7,102314.24,1.2156625
49775933,49758140,3997706,-81.769226,40.7,102311.0,1.215624
49836087,49813493,3997706,-81.748085,40.7,102310.76,1.215621
49886401,49866272,3997706,-81.79036,40.71,102311.24,1.2156268
49936535,49918957,3997706,-80.817986,40.71,102299.5,1.2154872
49996898,49974293,3997706,-81.4997,40.71,102307.74,1.2155852
50047212,50027035,3997706,-81.024086,40.71,102301.99,1.2155169
50097350,50079764,3997706,-81.45743,40.71,102307.25,1.2155794
50157710,50135051,3997706,-79.454544,40.719997,102282.99,1.2152911
50207877,50187739,3997706,-79.80862,40.71,102287.25,1.2153417
50258135,50240561,3997706,-79.333,40.719997,102281.5,1.2152734
50318501,50295764,3997706,-80.13627,40.719997,102291.25,1.2153893
50368633,50348545,3997706,-80.86026,40.719997,102300.0,1.2154932
50418980,50401347,3997706,-79.74521,40.719997,102286.49,1.2153327
50479562,50456668,3997706,-80.01472,40.719997,102289.75,1.2153715
50529691,50509599,3997706,-79.787476,40.719997,102287.0,1.2153388
50580001,50562329,3997706,-79.66065,40.719997,102285.5,1.215321
50640160,50617566,3997706,-79.88789,40.73,102288.24,1.2153535
50690485,50670352,3997706,-79.787476,40.73,102287.0,1.2153388
51062478,51044901,3997706,-78.899666,40.739998,102276.26,1.2152112
52892557,52869912,3997706,-76.87565,40.79,102251.75,1.2149199
52943120,52922704,3997706,-75.20042,40.79,102231.49,1.2146792
52993241,52975663,3997706,-77.01833,40.79,102253.5,1.2149408
53053582,53030893,3997706,-76.72768,40.8,102249.99,1.2148991
53103712,53083626,3997706,-76.95491,40.8,102252.75,1.2149318
53154035,53136410,3997706,-76.627266,40.8,102248.75,1.2148843
53214415,53191654,3997706,-76.912636,40.8,102252.25,1.2149259
53264525,53244431,3997706,-78.11225,40.809998,102266.75,1.2150981
53314851,53297172,3997706,-77.24557,40.8,102256.25,1.2149734
53374998,53352407,3997706,-77.08175,40.809998,102254.25,1.2149496
53425360,53405217,3997706,-77.536224,40.809998,102259.75,1.2150149
53475904,53458008,3997706,-76.56385,40.809998,102248.0,1.2148753
53536060,53513463,3997706,-77.330124,40.82,102257.25,1.2149853
53586414,53566215,3997706,-76.97606,40.809998,102253.0,1.2149348
53636531,53618956,3997706,-78.54559,40.809998,102272.0,1.2151605
53697113,53674528,3997706,-77.9907,40.82,102265.25,1.2150804
53747424,53727247,3997706,-77.0606,40.82,102253.99,1.2149466
53797597,53779976,3997706,-77.24557,40.82,102256.24,1.2149733
53857937,53835294,3997706,-78.11225,40.82,102266.75,1.2150981
53908513,53888099,3997706,-77.40939,40.82,102258.24,1.214997
53958633,53941037,3997706,-76.64841,40.82,102249.0,1.2148873
54018966,53996291,3997706,-75.77644,40.829998,102238.49,1.2147624
54069124,54049022,3997706,-75.9614,40.829998,102240.75,1.2147893
54119692,54102115,3997706,-77.96957,40.829998,102265.0,1.2150774
54180275,54157467,3997706,-77.78461,40.829998,102262.75,1.2150506
54230404,54210318,3997706,-76.00368,40.829998,102241.25,1.2147952
54280728,54263102,3997706,-76.20978,40.829998,102243.74,1.2148248
54341082,54318341,3997706,-75.71303,40.829998,102237.74,1.2147535
54391208,54371122,3997706,-77.03947,40.84,102253.75,1.2149436
54441520,54423848,3997706,-76.72768,40.829998,102250.0,1.2148992
54501679,54479084,3997706,-77.08175,40.84,102254.25,1.2149496
54552004,54531870,3997706,-76.83337,40.84,102251.24,1.214914
54602599,54584677,3997706,-76.79109,40.84,102250.74,1.214908
54662747,54640135,3997706,-76.40003,40.84,102246.0,1.2148516
54713061,54692876,3997706,-76.06709,40.84,102242.0,1.214804
54763208,54745622,3997706,-75.77644,40.85,102238.5,1.2147624
54823798,54801197,3997706,-75.76058,40.85,102238.25,1.2147596
54874365,54854063,3997706,-76.37888,40.85,102245.74,1.2148485
54924527,54906940,3997706,-77.51508,40.85,102259.5,1.2150121
54985102,54962505,3997706,-76.521576,40.85,102247.5,1.2148695
55035425,55015240,3997706,-76.64841,40.85,102249.0,1.2148873
55085549,55067969,3997706,-76.33662,40.85,102245.25,1.2148427
55145966,55123285,3997706,-76.35775,40.86,102245.49,1.2148455
55196484,55176092,3997706,-76.109375,40.86,102242.51,1.2148101
55246606,55229026,3997706,-77.16101,40.86,102255.25,1.2149615
55306995,55284284,3997706,-76.37888,40.86,102245.74,1.2148485
55357104,55337027,3997706,-76.294334,40.86,102244.74,1.2148367
55407709,55390111,3997706,-76.421165,40.87,102246.25,1.2148546
55468252,55445453,3997706,-75.5492,40.87,102235.75,1.2147298
55518384,55498295,3997706,-76.74881,40.87,102250.24,1.214902
55568730,55551086,3997706,-76.20978,40.86,102243.74,1.2148248
55629337,55606406,3997706,-75.73945,40.86,102237.99,1.2147565
55679468,55659389,3997706,-75.86099,40.87,102239.5,1.2147744
55730015,55712332,3997706,-75.49107,40.87,102235.0,1.214721
55790388,55767629,3997706,-75.52806,40.879997,102235.5,1.2147268
